gene,entrez
DMRT1,1761
DMRT2,10655
DMRT3,58524
DMRTA1,63951
DMRTA2,63950
DMRTB1,63948
DMRTC1B,728656
DMRTC1,63947
DMRTC2,63946
DMTF1,9988
DMWD,1762
DMXL1,1657
DMXL2,23312
DNA2,1763
DNAH10,196385
DNAH11,8701
DNAH12,201625
DNAH14,127602
DNAH17,8632
DNAH1,25981
DNAH2,146754
DNAH3,55567
DNAH5,1767
DNAH6,1768
DNAH7,56171
DNAH8,1769
DNAH9,1770
DNAI1,27019
DNAI2,64446
DNAJA1,3301
DNAJA2,10294
DNAJA3,9093
DNAJA4,55466
DNAJB11,51726
DNAJB12,54788
DNAJB13,374407
DNAJB14,79982
DNAJB1,3337
DNAJB2,3300
DNAJB3,414061
DNAJB4,11080
DNAJB5,25822
DNAJB6,10049
DNAJB7,150353
DNAJB8,165721
DNAJB9,4189
DNAJC10,54431
DNAJC11,55735
DNAJC12,56521
DNAJC13,23317
DNAJC14,85406
DNAJC15,29103
DNAJC16,23341
DNAJC17,55192
DNAJC18,202052
DNAJC19,131118
DNAJC1,64215
DNAJC21,134218
DNAJC22,79962
DNAJC24,120526
DNAJC25-GNG10,552891
DNAJC25,548645
DNAJC27,51277
DNAJC28,54943
DNAJC2,27000
DNAJC30,84277
DNAJC3,5611
DNAJC4,3338
DNAJC5B,85479
DNAJC5G,285126
DNAJC5,80331
DNAJC6,9829
DNAJC7,7266
DNAJC8,22826
DNAJC9,23234
DNAL1,83544
DNAL4,10126
DNALI1,7802
DNASE1L1,1774
DNASE1L2,1775
DNASE1L3,1776
DNASE1,1773
DNASE2B,58511
DNASE2,1777
DND1,373863
DNER,92737
DNHD1,144132
DNLZ,728489
DNM1L,10059
DNM1P35,100128285
DNM1,1759
DNM2,1785
DNM3,26052
DNMBP,23268
DNMT1,1786
DNMT3A,1788
DNMT3B,1789
DNMT3L,29947
DNPEP,23549
DNTTIP1,116092
DNTTIP2,30836
DNTT,1791
DOC2A,8448
DOC2B,8447
DOCK10,55619
DOCK11,139818
DOCK1,1793
DOCK2,1794
DOCK3,1795
DOCK4,9732
DOCK5,80005
DOCK6,57572
DOCK7,85440
DOCK8,81704
DOCK9,23348
DOHH,83475
DOK1,1796
DOK2,9046
DOK3,79930
DOK4,55715
DOK5,55816
DOK6,220164
DOK7,285489
DOLK,22845
DOLPP1,57171
DOM3Z,1797
DONSON,29980
DOPEY1,23033
DOPEY2,9980
DOT1L,84444
DPAGT1,1798
DPCD,25911
DPCR1,135656
DPEP1,1800
DPEP2,64174
DPEP3,64180
DPF1,8193
DPF2,5977
DPF3,8110
DPH1,1801
DPH2,1802
DPH3B,100132911
DPH3,285381
DPH5,51611
DPM1,8813
DPM2,8818
DPM3,54344
DPP10,57628
DPP3,10072
DPP4,1803
DPP6,1804
DPP7,29952
DPP8,54878
DPP9,91039
DPPA2,151871
DPPA3,359787
DPPA4,55211
DPPA5,340168
DPRXP4,503645
DPRX,503834
DPT,1805
DPY19L1,23333
DPY19L2P1,554236
DPY19L2P2,349152
DPY19L2P4,442523
DPY19L2,283417
DPY19L3,147991
DPY19L4,286148
DPY30,84661
DPYD,1806
DPYSL2,1808
DPYSL3,1809
DPYSL4,10570
DPYSL5,56896
DPYS,1807
DQX1,165545
DR1,1810
DRAM1,55332
DRAM2,128338
DRAP1,10589
DRD1,1812
DRD2,1813
DRD3,1814
DRD4,1815
DRD5,1816
DRG1,4733
DRG2,1819
DRGX,644168
DRP2,1821
DSC1,1823
DSC2,1824
DSC3,1825
DSCAML1,57453
DSCAM,1826
DSCC1,79075
DSCR10,259234
DSCR3,10311
DSCR4,10281
DSCR6,53820
DSCR8,84677
DSCR9,257203
DSEL,92126
DSE,29940
DSG1,1828
DSG2,1829
DSG3,1830
DSG4,147409
DSN1,79980
DSPP,1834
DSP,1832
DSTN,11034
DSTYK,25778
DST,667
DTD1,92675
DTHD1,401124
DTL,51514
DTNA,1837
DTNBP1,84062
DTNB,1838
DTWD1,56986
DTWD2,285605
DTX1,1840
DTX2,113878
DTX3L,151636
DTX3,196403
DTX4,23220
DTYMK,1841
DULLARD,23399
DUOX1,53905
DUOX2,50506
DUOXA1,90527
DUOXA2,405753
DUPD1,338599
DUS1L,64118
DUS2L,54920
DUS3L,56931
DUS4L,11062
DUSP10,11221
DUSP11,8446
DUSP12,11266
DUSP13,51207
DUSP14,11072
DUSP15,128853
DUSP16,80824
DUSP18,150290
DUSP19,142679
DUSP1,1843
DUSP21,63904
DUSP22,56940
DUSP23,54935
DUSP26,78986
DUSP27,92235
DUSP28,285193
DUSP2,1844
DUSP3,1845
DUSP4,1846
DUSP5P,574029
DUSP5,1847
DUSP6,1848
DUSP7,1849
DUSP8,1850
DUSP9,1852
DUT,1854
DUX4,22947
DUXA,503835
DVL1,1855
DVL2,1856
DVL3,1857
DVWA,344875
DYDC1,143241
DYDC2,84332
DYM,54808
DYNC1H1,1778
DYNC1I1,1780
DYNC1I2,1781
DYNC1LI1,51143
DYNC1LI2,1783
DYNC2H1,79659
DYNC2LI1,51626
DYNLL1,8655
DYNLL2,140735
DYNLRB1,83658
DYNLRB2,83657
DYNLT1,6993
DYNLT3,6990
DYRK1A,1859
DYRK1B,9149
DYRK2,8445
DYRK3,8444
DYRK4,8798
DYSFIP1,116729
DYSF,8291
DYTN,391475
DYX1C1,161582
DZIP1L,199221
DZIP1,22873
DZIP3,9666
E2F1,1869
E2F2,1870
E2F3,1871
E2F4,1874
E2F5,1875
E2F6,1876
E2F7,144455
E2F8,79733
E4F1,1877
EAF1,85403
EAF2,55840
EAPP,55837
EARS2,124454
EBAG9,9166
EBF1,1879
EBF2,64641
EBF3,253738
EBF4,57593
EBI3,10148
EBNA1BP2,10969
EBPL,84650
EBP,10682
ECD,11319
ECE1,1889
ECE2,9718
ECEL1,9427
ECH1,1891
ECHDC1,55862
ECHDC2,55268
ECHDC3,79746
ECHS1,1892
ECM1,1893
ECM2,1842
ECSCR,641700
ECSIT,51295
ECT2L,345930
ECT2,1894
EDA2R,60401
EDARADD,128178
EDAR,10913
EDA,1896
EDC3,80153
EDC4,23644
EDDM3A,10876
EDDM3B,64184
EDEM1,9695
EDEM2,55741
EDEM3,80267
EDF1,8721
EDIL3,10085
EDN1,1906
EDN2,1907
EDN3,1908
EDNRA,1909
EDNRB,1910
EEA1,8411
EED,8726
EEF1A1P9,441032
EEF1A1,1915
EEF1A2,1917
EEF1B2,1933
EEF1DP3,196549
EEF1D,1936
EEF1E1,9521
EEF1G,1937
EEF2K,29904
EEF2,1938
EEFSEC,60678
EEPD1,80820
EFCAB10,100130771
EFCAB1,79645
EFCAB2,84288
EFCAB3,146779
EFCAB4A,283229
EFCAB4B,84766
EFCAB5,374786
EFCAB6,64800
EFCAB7,84455
EFEMP1,2202
EFEMP2,30008
EFHA1,221154
EFHA2,286097
EFHB,151651
EFHC1,114327
EFHC2,80258
EFHD1,80303
EFHD2,79180
EFNA1,1942
EFNA2,1943
EFNA3,1944
EFNA4,1945
EFNA5,1946
EFNB1,1947
EFNB2,1948
EFNB3,1949
EFR3A,23167
EFR3B,22979
EFS,10278
EFTUD1,79631
EFTUD2,9343
EGFL6,25975
EGFL7,51162
EGFL8,80864
EGFLAM,133584
EGFR,1956
EGF,1950
EGLN1,54583
EGLN2,112398
EGLN3,112399
EGOT,100126791
EGR1,1958
EGR2,1959
EGR3,1960
EGR4,1961
EHBP1L1,254102
EHBP1,23301
EHD1,10938
EHD2,30846
EHD3,30845
EHD4,30844
EHF,26298
EHHADH,1962
EHMT1,79813
EHMT2,10919
EI24,9538
EID1,23741
EID2B,126272
EID2,163126
EID3,493861
EIF1AD,84285
EIF1AX,1964
EIF1AY,9086
EIF1B,10289
EIF1,10209
EIF2AK1,27102
EIF2AK2,5610
EIF2AK3,9451
EIF2AK4,440275
EIF2A,83939
EIF2B1,1967
EIF2B2,8892
EIF2B3,8891
EIF2B4,8890
EIF2B5,8893
EIF2C1,26523
EIF2C2,27161
EIF2C3,192669
EIF2C4,192670
EIF2S1,1965
EIF2S2,8894
EIF2S3,1968
EIF3A,8661
EIF3B,8662
EIF3CL,728689
EIF3C,8663
EIF3D,8664
EIF3E,3646
EIF3F,8665
EIF3G,8666
EIF3H,8667
EIF3IP1,442720
EIF3I,8668
EIF3J,8669
EIF3K,27335
EIF3L,51386
EIF3M,10480
EIF4A1,1973
EIF4A2,1974
EIF4A3,9775
EIF4B,1975
EIF4E1B,253314
EIF4E2,9470
EIF4E3,317649
EIF4EBP1,1978
EIF4EBP2,1979
EIF4EBP3,8637
EIF4ENIF1,56478
EIF4E,1977
EIF4G1,1981
EIF4G2,1982
EIF4G3,8672
EIF4H,7458
EIF5A2,56648
EIF5AL1,143244
EIF5A,1984
EIF5B,9669
EIF5,1983
EIF6,3692
ELAC1,55520
ELAC2,60528
ELANE,1991
ELAVL1,1994
ELAVL2,1993
ELAVL3,1995
ELAVL4,1996
ELF1,1997
ELF2,1998
ELF3,1999
ELF4,2000
ELF5,2001
ELFN1,392617
ELFN2,114794
ELK1,2002
ELK3,2004
ELK4,2005
ELL2,22936
ELL3,80237
ELL,8178
ELMO1,9844
ELMO2,63916
ELMO3,79767
ELMOD1,55531
ELMOD2,255520
ELMOD3,84173
ELN,2006
ELOF1,84337
ELOVL1,64834
ELOVL2,54898
ELOVL3,83401
ELOVL4,6785
ELOVL5,60481
ELOVL6,79071
ELOVL7,79993
ELP2P,100131454
ELP2,55250
ELP3,55140
ELP4,26610
ELSPBP1,64100
ELTD1,64123
EMB,133418
EMCN,51705
EMD,2010
EME1,146956
EME2,197342
EMG1,10436
EMID1,129080
EMID2,136227
EMILIN1,11117
EMILIN2,84034
EMILIN3,90187
EML1,2009
EML2,24139
EML3,256364
EML4,27436
EML5,161436
EML6,400954
EMP1,2012
EMP2,2013
EMP3,2014
EMR1,2015
EMR2,30817
EMR3,84658
EMR4P,326342
EMX1,2016
EMX2OS,196047
EMX2,2018
EN1,2019
EN2,2020
ENAH,55740
ENAM,10117
ENC1,8507
ENDOD1,23052
ENDOG,2021
ENDOU,8909
ENGASE,64772
ENG,2022
ENHO,375704
ENKUR,219670
ENO1,2023
ENO2,2026
ENO3,2027
ENOPH1,58478
ENOSF1,55556
ENOX1,55068
ENOX2,10495
ENPEP,2028
ENPP1,5167
ENPP2,5168
ENPP3,5169
ENPP4,22875
ENPP5,59084
ENPP6,133121
ENPP7,339221
ENSA,2029
ENTHD1,150350
ENTPD1,953
ENTPD2,954
ENTPD3,956
ENTPD4,9583
ENTPD5,957
ENTPD6,955
ENTPD7,57089
ENTPD8,377841
ENY2,56943
EOMES,8320
EP300,2033
EP400NL,347918
EP400,57634
EPAS1,2034
EPB41L1,2036
EPB41L2,2037
EPB41L3,23136
EPB41L4A,64097
EPB41L4B,54566
EPB41L5,57669
EPB41,2035
EPB42,2038
EPB49,2039
EPC1,80314
EPC2,26122
EPCAM,4072
EPDR1,54749
EPGN,255324
EPHA10,284656
EPHA1,2041
EPHA2,1969
EPHA3,2042
EPHA4,2043
EPHA5,2044
EPHA6,285220
EPHA7,2045
EPHA8,2046
EPHB1,2047
EPHB2,2048
EPHB3,2049
EPHB4,2050
EPHB6,2051
EPHX1,2052
EPHX2,2053
EPHX3,79852
EPHX4,253152
EPM2AIP1,9852
EPM2A,7957
EPN1,29924
EPN2,22905
EPN3,55040
EPOR,2057
EPO,2056
EPPK1,83481
EPR1,8475
EPRS,2058
EPS15L1,58513
EPS15,2060
EPS8L1,54869
EPS8L2,64787
EPS8L3,79574
EPS8,2059
EPSTI1,94240
EPT1,85465
EPX,8288
EPYC,1833
ERAL1,26284
ERAP1,51752
ERAP2,64167
ERAS,3266
ERBB2IP,55914
ERBB2,2064
ERBB3,2065
ERBB4,2066
ERC1,23085
ERC2,26059
ERCC1,2067
ERCC2,2068
ERCC3,2071
ERCC4,2072
ERCC5,2073
ERCC6L,54821
ERCC6,2074
ERCC8,1161
EREG,2069
ERF,2077
ERGIC1,57222
ERGIC2,51290
ERGIC3,51614
ERG,2078
ERH,2079
ERI1,90459
ERI2,112479
ERI3,79033
ERICH1,157697
ERLEC1,27248
ERLIN1,10613
ERLIN2,11160
ERMAP,114625
ERMN,57471
ERMP1,79956
ERN1,2081
ERN2,10595
ERO1LB,56605
ERO1L,30001
ERP27,121506
ERP29,10961
ERP44,23071
ERRFI1,54206
ERVFRDE1,405754
ESAM,90952
ESCO1,114799
ESCO2,157570
ESD,2098
ESF1,51575
ESM1,11082
ESPL1,9700
ESPNL,339768
ESPNP,284729
ESPN,83715
ESR1,2099
ESR2,2100
ESRP1,54845
ESRP2,80004
ESRRA,2101
ESRRB,2103
ESRRG,2104
ESX1,80712
ESYT1,23344
ESYT2,57488
ESYT3,83850
ETAA1,54465
ETF1,2107
ETFA,2108
ETFB,2109
ETFDH,2110
ETHE1,23474
ETNK1,55500
ETNK2,55224
ETS1,2113
ETS2,2114
ETV1,2115
ETV2,2116
ETV3L,440695
ETV3,2117
ETV4,2118
ETV5,2119
ETV6,2120
ETV7,51513
EVC2,132884
EVC,2121
EVI2A,2123
EVI2B,2124
EVI5L,115704
EVI5,7813
EVL,51466
EVPLL,645027
EVPL,2125
EVX1,2128
EVX2,344191
EWSR1,2130
EXD1,161829
EXD2,55218
EXD3,54932
EXO1,9156
EXOC1,55763
EXOC2,55770
EXOC3L2,90332
EXOC3L,283849
EXOC3,11336
EXOC4,60412
EXOC5,10640
EXOC6B,23233
EXOC6,54536
EXOC7,23265
EXOC8,149371
EXOG,9941
EXOSC10,5394
EXOSC1,51013
EXOSC2,23404
EXOSC3,51010
EXOSC4,54512
EXOSC5,56915
EXOSC6,118460
EXOSC7,23016
EXOSC8,11340
EXOSC9,5393
EXPH5,23086
EXT1,2131
EXT2,2132
EXTL1,2134
EXTL2,2135
EXTL3,2137
EYA1,2138
EYA2,2139
EYA3,2140
EYA4,2070
EYS,346007
EZH1,2145
EZH2,2146
EZR,7430
F10,2159
F11R,50848
F11,2160
F12,2161
F13A1,2162
F13B,2165
F2RL1,2150
F2RL2,2151
F2RL3,9002
F2R,2149
F2,2147
F3,2152
F5,2153
F7,2155
F8A1,8263
F8,2157
F9,2158
FA2H,79152
FAAH2,158584
FAAH,2166
FABP12,646486
FABP1,2168
FABP2,2169
FABP3,2170
FABP4,2167
FABP5L3,220832
FABP5,2171
FABP6,2172
FABP7,2173
FABP9,646480
FADD,8772
FADS1,3992
FADS2,9415
FADS3,3995
FADS6,283985
FAF1,11124
FAF2,23197
FAHD1,81889
FAHD2A,51011
FAHD2B,151313
FAH,2184
FAIM2,23017
FAIM3,9214
FAIM,55179
FAM100A,124402
FAM100B,283991
FAM101A,144347
FAM101B,359845
FAM102A,399665
FAM102B,284611
FAM103A1,83640
FAM104A,84923
FAM104B,90736
FAM105A,54491
FAM105B,90268
FAM106A,80039
FAM106C,100129396
FAM107A,11170
FAM107B,83641
FAM108A1,81926
FAM108B1,51104
FAM108C1,58489
FAM109A,144717
FAM109B,150368
FAM10A4,145165
FAM110A,83541
FAM110B,90362
FAM110C,642273
FAM111A,63901
FAM111B,374393
FAM113A,64773
FAM113B,91523
FAM114A1,92689
FAM114A2,10827
FAM115A,9747
FAM115C,285966
FAM116A,201627
FAM116B,414918
FAM117A,81558
FAM117B,150864
FAM118A,55007
FAM118B,79607
FAM119A,151194
FAM119B,25895
FAM120AOS,158293
FAM120A,23196
FAM120B,84498
FAM120C,54954
FAM122A,116224
FAM122B,159090
FAM122C,159091
FAM123A,219287
FAM123B,139285
FAM123C,205147
FAM124A,220108
FAM124B,79843
FAM125A,93343
FAM125B,89853
FAM126A,84668
FAM126B,285172
FAM127A,8933
FAM127B,26071
FAM127C,441518
FAM128A,653784
FAM128B,80097
FAM129A,116496
FAM129B,64855
FAM129C,199786
FAM131A,131408
FAM131B,9715
FAM131C,348487
FAM132A,388581
FAM133A,286499
FAM133B,257415
FAM134A,79137
FAM134B,54463
FAM134C,162427
FAM135A,57579
FAM135B,51059
FAM136A,84908
FAM136B,387071
FAM138B,654412
FAM138D,677784
FAM138E,100124412
FAM138F,641702
FAM13AOS,285512
FAM13A,10144
FAM13B,51306
FAM13C,220965
FAM149A,25854
FAM149B1,317662
FAM150A,389658
FAM150B,285016
FAM151A,338094
FAM151B,167555
FAM153A,285596
FAM153B,202134
FAM153C,653316
FAM154A,158297
FAM154B,283726
FAM155A,728215
FAM155B,27112
FAM156A,29057
FAM157A,728262
FAM157B,100132403
FAM158A,51016
FAM159A,348378
FAM160A1,729830
FAM160A2,84067
FAM160B1,57700
FAM160B2,64760
FAM161A,84140
FAM161B,145483
FAM162A,26355
FAM162B,221303
FAM163A,148753
FAM163B,642968
FAM164A,51101
FAM164C,79696
FAM165B,54065
FAM166A,401565
FAM166B,730112
FAM167A,83648
FAM167B,84734
FAM168A,23201
FAM168B,130074
FAM169A,26049
FAM169B,283777
FAM170A,340069
FAM170B,170370
FAM171A1,221061
FAM171A2,284069
FAM171B,165215
FAM172A,83989
FAM173A,65990
FAM173B,134145
FAM174A,345757
FAM174B,400451
FAM175A,84142
FAM175B,23172
FAM176A,84141
FAM176B,55194
FAM177A1,283635
FAM177B,400823
FAM178A,55719
FAM178B,51252
FAM179A,165186
FAM179B,23116
FAM180A,389558
FAM180B,399888
FAM181A,90050
FAM181B,220382
FAM182A,284800
FAM182B,728882
FAM183A,440585
FAM183B,340286
FAM184A,79632
FAM184B,27146
FAM185A,222234
FAM186A,121006
FAM186B,84070
FAM187B,148109
FAM188A,80013
FAM188B,84182
FAM189A1,23359
FAM189A2,9413
FAM189B,10712
FAM18A,780776
FAM18B2,201158
FAM18B,51030
FAM190A,401145
FAM190B,54462
FAM192A,80011
FAM193A,8603
FAM193B,54540
FAM194A,131831
FAM194B,220081
FAM195A,84331
FAM195B,348262
FAM196A,642938
FAM196B,100131897
FAM197Y2,252946
FAM198A,729085
FAM198B,51313
FAM199X,139231
FAM19A1,407738
FAM19A2,338811
FAM19A3,284467
FAM19A4,151647
FAM19A5,25817
FAM200A,221786
FAM200B,285550
FAM20A,54757
FAM20B,9917
FAM20C,56975
FAM21A,387680
FAM21B,55747
FAM21C,253725
FAM22A,728118
FAM22D,728130
FAM22F,54754
FAM22G,441457
FAM23A,653567
FAM24A,118670
FAM24B,196792
FAM25A,643161
FAM25B,100132929
FAM26D,221301
FAM26E,254228
FAM26F,441168
FAM27A,548321
FAM27B,100133121
FAM27C,100132948
FAM27L,284123
FAM32A,26017
FAM35A,54537
FAM35B2,439965
FAM35B,414241
FAM36A,116228
FAM38A,9780
FAM38B,63895
FAM3A,60343
FAM3B,54097
FAM3C,10447
FAM3D,131177
FAM40A,85369
FAM40B,57464
FAM41AY1,340618
FAM41C,284593
FAM43A,131583
FAM43B,163933
FAM45A,404636
FAM45B,55855
FAM46A,55603
FAM46B,115572
FAM46C,54855
FAM46D,169966
FAM47A,158724
FAM47B,170062
FAM47C,442444
FAM47E,100129583
FAM48A,55578
FAM48B1,100130302
FAM48B2,170067
FAM49A,81553
FAM49B,51571
FAM50A,9130
FAM50B,26240
FAM53A,152877
FAM53B,9679
FAM53C,51307
FAM54A,113115
FAM54B,56181
FAM55A,120400
FAM55B,120406
FAM55C,91775
FAM55D,54827
FAM57A,79850
FAM57B,83723
FAM58A,92002
FAM58B,339521
FAM59A,64762
FAM5B,57795
FAM5C,339479
FAM60A,58516
FAM63A,55793
FAM63B,54629
FAM64A,54478
FAM65A,79567
FAM65B,9750
FAM65C,140876
FAM66A,100133172
FAM66C,440078
FAM66D,100132923
FAM66E,100132103
FAM69A,388650
FAM69B,138311
FAM69C,125704
FAM70A,55026
FAM70B,348013
FAM71A,149647
FAM71B,153745
FAM71C,196472
FAM71D,161142
FAM71E1,112703
FAM71E2,284418
FAM71F1,84691
FAM71F2,346653
FAM72A,729533
FAM72B,653820
FAM72D,728833
FAM73A,374986
FAM73B,84895
FAM74A1,401507
FAM74A3,728495
FAM74A4,401508
FAM75A2,642265
FAM75A3,727830
FAM75A5,727905
FAM75A6,389730
FAM75C1,441452
FAM76A,199870
FAM76B,143684
FAM78A,286336
FAM78B,149297
FAM7A2,100288380
FAM7A3,89837
FAM81A,145773
FAM81B,153643
FAM82A1,151393
FAM82A2,55177
FAM82B,51115
FAM83A,84985
FAM83B,222584
FAM83C,128876
FAM83D,81610
FAM83E,54854
FAM83F,113828
FAM83G,644815
FAM83H,286077
FAM84A,151354
FAM84B,157638
FAM86A,196483
FAM86B1,85002
FAM86B2,653333
FAM86C,55199
FAM86D,692099
FAM89A,375061
FAM89B,23625
FAM8A1,51439
FAM90A1,55138
FAM90A7,441317
FAM91A1,157769
FAM92A1,137392
FAM92A3,403315
FAM92B,339145
FAM95B1,100133036
FAM96A,84191
FAM96B,51647
FAM98A,25940
FAM98B,283742
FAM98C,147965
FAM99A,387742
FAM99B,100132464
FAM9A,171482
FAM9B,171483
FAM9C,171484
FANCA,2175
FANCB,2187
FANCC,2176
FANCD2,2177
FANCE,2178
FANCF,2188
FANCG,2189
FANCI,55215
FANCL,55120
FANCM,57697
FANK1,92565
FAP,2191
FAR1,84188
FAR2,55711
FARP1,10160
FARP2,9855
FARS2,10667
FARSA,2193
FARSB,10056
FASLG,356
FASN,2194
FASTKD1,79675
FASTKD2,22868
FASTKD3,79072
FASTKD5,60493
FASTK,10922
FAS,355
FAT1,2195
FAT2,2196
FAT3,120114
FAT4,79633
FATE1,89885
FAU,2197
FBF1,85302
FBLIM1,54751
FBLL1,345630
FBLN1,2192
FBLN2,2199
FBLN5,10516
FBLN7,129804
FBL,2091
FBN1,2200
FBN2,2201
FBN3,84467
FBP1,2203
FBP2,8789
FBRSL1,57666
FBRS,64319
FBXL12,54850
FBXL13,222235
FBXL14,144699
FBXL15,79176
FBXL16,146330
FBXL17,64839
FBXL18,80028
FBXL19,54620
FBXL20,84961
FBXL21,26223
FBXL22,283807
FBXL2,25827
FBXL3,26224
FBXL4,26235
FBXL5,26234
FBXL6,26233
FBXL7,23194
FBXL8,55336
FBXO10,26267
FBXO11,80204
FBXO15,201456
FBXO16,157574
FBXO17,115290
FBXO18,84893
FBXO21,23014
FBXO22OS,692224
FBXO22,26263
FBXO24,26261
FBXO25,26260
FBXO27,126433
FBXO28,23219
FBXO2,26232
FBXO30,84085
FBXO31,79791
FBXO32,114907
FBXO33,254170
FBXO34,55030
FBXO36,130888
FBXO38,81545
FBXO39,162517
FBXO3,26273
FBXO40,51725
FBXO41,150726
FBXO42,54455
FBXO43,286151
FBXO44,93611
FBXO45,200933
FBXO46,23403
FBXO47,494188
FBXO48,554251
FBXO4,26272
FBXO5,26271
FBXO6,26270
FBXO7,25793
FBXO8,26269
FBXO9,26268
FBXW10,10517
FBXW11,23291
FBXW12,285231
FBXW2,26190
FBXW4,6468
FBXW5,54461
FBXW7,55294
FBXW8,26259
FBXW9,84261
FCAMR,83953
FCAR,2204
FCER1A,2205
FCER1G,2207
FCER2,2208
FCF1,51077
FCGBP,8857
FCGR1A,2209
FCGR1B,2210
FCGR1C,100132417
FCGR2A,2212
FCGR2B,2213
FCGR2C,9103
FCGR3A,2214
FCGR3B,2215
FCGRT,2217
FCHO1,23149
FCHO2,115548
FCHSD1,89848
FCHSD2,9873
FCN1,2219
FCN2,2220
FCN3,8547
FCRL1,115350
FCRL2,79368
FCRL3,115352
FCRL4,83417
FCRL5,83416
FCRL6,343413
FCRLA,84824
FCRLB,127943
FDFT1,2222
FDPSL2A,619190
FDPS,2224
FDX1L,112812
FDX1,2230
FDXACB1,91893
FDXR,2232
FECH,2235
FEM1A,55527
FEM1B,10116
FEM1C,56929
FEN1,2237
FER1L4,80307
FER1L5,90342
FER1L6,654463
FERD3L,222894
FERMT1,55612
FERMT2,10979
FERMT3,83706
FER,2241
FES,2242
FETUB,26998
FEV,54738
FEZ1,9638
FEZ2,9637
FEZF1,389549
FEZF2,55079
FFAR1,2864
FFAR2,2867
FFAR3,2865
FGA,2243
FGB,2244
FGD1,2245
FGD2,221472
FGD3,89846
FGD4,121512
FGD5,152273
FGD6,55785
FGF10,2255
FGF11,2256
FGF12,2257
FGF13,2258
FGF14,2259
FGF16,8823
FGF17,8822
FGF18,8817
FGF19,9965
FGF1,2246
FGF20,26281
FGF21,26291
FGF22,27006
FGF23,8074
FGF2,2247
FGF3,2248
FGF4,2249
FGF5,2250
FGF6,2251
FGF7,2252
FGF8,2253
FGF9,2254
FGFBP1,9982
FGFBP2,83888
FGFBP3,143282
FGFR1OP2,26127
FGFR1OP,11116
FGFR1,2260
FGFR2,2263
FGFR3,2261
FGFR4,2264
FGFRL1,53834
FGGY,55277
FGG,2266
FGL1,2267
FGL2,10875
FGR,2268
FHAD1,114827
FHDC1,85462
FHIT,2272
FHL1,2273
FHL2,2274
FHL3,2275
FHL5,9457
FHOD1,29109
FHOD3,80206
FH,2271
FIBCD1,84929
FIBIN,387758
FIBP,9158
FICD,11153
FIG4,9896
FIGF,2277
FIGLA,344018
FIGNL1,63979
FIGNL2,401720
FIGN,55137
FILIP1L,11259
FILIP1,27145
FIP1L1,81608
FIS1,51024
FITM1,161247
FITM2,128486
FIZ1,84922
FJX1,24147
FKBP10,60681
FKBP11,51303
FKBP14,55033
FKBP15,23307
FKBP1AP1,2282
FKBP1A,2280
FKBP1B,2281
FKBP2,2286
FKBP3,2287
FKBP4,2288
FKBP5,2289
FKBP6,8468
FKBP7,51661
FKBP8,23770
FKBP9L,360132
FKBP9,11328
FKBPL,63943
FKRP,79147
FKSG29,100131561
FKSG73,440888
FKSG83,83954
FKTN,2218
FLAD1,80308
FLCN,201163
FLG2,388698
FLG,2312
FLI1,2313
FLII,2314
FLJ10038,55056
FLJ10213,55096
FLJ10357,55701
FLJ10661,286042
FLJ11235,54508
FLJ12825,440101
FLJ13197,79667
FLJ13224,79857
FLJ14107,80094
FLJ16779,100192386
FLJ22536,401237
FLJ23867,200058
FLJ25328,148231
FLJ25363,401082
FLJ25758,497049
FLJ26850,400710
FLJ30679,146512
FLJ32063,150538
FLJ33360,401172
FLJ33630,644873
FLJ34503,285759
FLJ35024,401491
FLJ35220,284131
FLJ35390,255031
FLJ35776,649446
FLJ36000,284124
FLJ36031,168455
FLJ36777,730971
FLJ37201,283011
FLJ37307,283521
FLJ37453,729614
FLJ37543,285668
FLJ39582,439931
FLJ39609,100130417
FLJ39653,202020
FLJ39739,388685
FLJ40292,643210
FLJ40330,645784
FLJ40434,163742
FLJ40504,284085
FLJ40852,285962
FLJ41941,100192420
FLJ42289,388182
FLJ42393,401105
FLJ42627,645644
FLJ42709,441094
FLJ42875,440556
FLJ43390,646113
FLJ43663,378805
FLJ43859,389761
FLJ43860,389690
FLJ43950,347127
FLJ44054,643365
FLJ44082,389762
FLJ44606,401207
FLJ44635,392490
FLJ45079,400624
FLJ45244,400242
FLJ45340,402483
FLJ45445,399844
FLJ45983,399717
FLJ46111,283102
FLJ46321,389763
FLJ46361,375940
FLJ90757,440465
FLNA,2316
FLNB,2317
FLNC,2318
FLOT1,10211
FLOT2,2319
FLRT1,23769
FLRT2,23768
FLRT3,23767
FLT1,2321
FLT3LG,2323
FLT3,2322
FLT4,2324
FLVCR1,28982
FLVCR2,55640
FLYWCH1,84256
FLYWCH2,114984
FMN1,342184
FMN2,56776
FMNL1,752
FMNL2,114793
FMNL3,91010
FMO1,2326
FMO2,2327
FMO3,2328
FMO4,2329
FMO5,2330
FMO6P,388714
FMO9P,116123
FMOD,2331
FMR1NB,158521
FMR1,2332
FN1,2335
FN3KRP,79672
FN3K,64122
FNBP1L,54874
FNBP1,23048
FNBP4,23360
FNDC1,84624
FNDC3A,22862
FNDC3B,64778
FNDC4,64838
FNDC5,252995
FNDC7,163479
FNDC8,54752
FNIP1,96459
FNIP2,57600
FNTA,2339
FNTB,2342
